FECHA,CATEGORIA,CANTIDAD
2024-04-26,1,9
2024-04-26,8,108
2024-04-26,1,43
2024-04-26,4,6
2024-04-26,4,80
2024-04-26,3,1033
2024-04-26,3,35
2024-04-26,4,14
2024-04-26,4,1
2024-04-26,3,9
2024-04-26,3,28
2024-04-26,5,37
2024-04-26,3,399
2024-04-26,3,43
2024-04-26,4,10
2024-04-26,3,7
2024-04-26,3,7
2024-04-26,4,4
2024-04-26,5,10
2024-04-26,4,57
2024-04-26,5,25
2024-04-26,1,144
2024-04-26,5,18
2024-04-26,5,13
2024-04-26,3,8
2024-04-26,6,2
2024-04-26,1,11
2024-04-26,1,10
2024-04-26,3,5
2024-04-26,1,10
2024-04-26,4,1
2024-04-26,1,5
2024-04-26,3,5
2024-04-26,3,10
2024-04-26,4,4
2024-04-27,5,2
2024-04-27,5,3
2024-04-27,1,1
2024-04-27,5,3
2024-04-27,3,1
2024-04-28,3,1
2024-04-28,3,1
2024-04-29,3,5
2024-04-29,3,5
2024-04-29,5,1
2024-04-29,4,3
2024-04-29,4,3
2024-04-29,4,4
2024-04-29,5,5
2024-04-29,5,6
2024-04-29,3,5
2024-04-29,4,1
2024-04-29,4,2
2024-04-29,4,4
2024-04-29,4,1
2024-04-29,4,2
2024-04-29,1,2
2024-04-29,2,1
2024-04-29,2,1
2024-04-29,3,1
2024-04-29,4,1
2024-04-29,5,10
2024-04-29,3,5
2024-04-29,3,3
2024-04-29,5,2
2024-04-29,4,1
2024-04-29,4,1
2024-04-29,3,1
2024-04-29,3,1
2024-04-29,1,10
2024-04-29,1,10
2024-04-29,1,2
2024-04-29,1,1
2024-04-29,3,5
2024-04-29,3,1
2024-04-29,3,2
2024-04-29,1,1
2024-04-29,1,3
2024-04-29,1,1
2024-04-29,4,1
2024-04-29,3,15
2024-04-29,3,10
2024-04-29,3,10
2024-04-29,3,30
2024-04-29,4,10
2024-04-29,4,10
2024-04-29,5,15
2024-04-29,3,15
2024-04-29,3,5
2024-04-29,3,5
2024-04-29,5,4
2024-04-29,1,1
2024-04-29,1,1
2024-04-29,1,1
2024-04-29,5,10
2024-04-29,5,3
2024-04-29,3,2
2024-04-29,3,2
2024-04-29,5,1
2024-04-29,5,1
2024-04-29,5,1
2024-04-29,3,1
2024-04-29,3,1
2024-04-29,4,1
2024-04-29,4,1
2024-04-29,5,1
2024-04-29,5,1
2024-04-29,4,1
2024-04-29,5,1
2024-04-29,3,3
2024-04-29,3,1
2024-04-29,2,1
2024-04-29,4,1
2024-04-29,3,4
2024-04-29,3,3
2024-04-29,4,1
2024-04-29,4,1
2024-04-29,4,1
2024-04-29,3,1
2024-04-29,4,1
2024-04-29,3,1
2024-04-29,4,1
2024-04-29,5,2
2024-04-29,1,1
2024-04-29,3,2
2024-04-29,3,2
2024-04-29,1,1
2024-04-29,3,1
2024-04-29,3,1
2024-04-29,3,1
2024-04-29,3,2
2024-04-29,4,1
2024-04-29,4,1
2024-04-29,4,1
2024-04-29,3,1
2024-04-29,5,1
2024-04-29,3,1
2024-04-29,1,1
2024-04-29,1,1
2024-04-29,1,2
2024-04-29,1,2
2024-04-29,3,3
2024-04-29,5,1
2024-04-29,5,1
2024-04-29,3,1
2024-04-29,4,2
2024-04-29,4,1
2024-04-29,3,1
2024-04-29,1,7
2024-04-29,1,4
2024-04-29,5,1
2024-04-29,3,2
2024-04-29,5,2
2024-04-29,3,2
2024-04-29,3,1
2024-04-29,5,1
2024-04-29,5,2
2024-04-29,1,1
2024-04-29,4,1
2024-04-29,4,1
2024-04-29,4,1
2024-04-29,5,4
2024-04-29,4,2
2024-04-29,3,2
2024-04-29,1,2
2024-04-29,1,1
2024-04-29,1,1
2024-04-29,5,20
2024-04-29,5,5
2024-04-29,1,1
2024-04-29,4,4
2024-04-29,3,4
2024-04-29,3,2
2024-04-29,5,3
2024-04-29,5,1
2024-04-29,5,2
2024-04-29,4,1
2024-04-29,4,1
2024-04-29,1,4
2024-04-29,3,1
2024-04-29,1,1
2024-04-29,5,1
2024-04-29,1,2
2024-04-29,3,1
2024-04-29,3,1
2024-04-29,4,2
2024-04-29,7,1
2024-04-29,1,1
2024-04-29,3,1
2024-04-29,3,1
2024-04-29,5,1
2024-04-29,5,10
2024-04-29,1,1
2024-04-29,3,1
2024-04-29,3,1
2024-04-29,3,1
2024-04-29,1,2
2024-04-29,1,1
2024-04-29,1,1
2024-04-29,1,3
2024-04-29,3,1
2024-04-29,5,1
2024-04-29,4,1
2024-04-29,1,1
2024-04-29,3,1
2024-04-29,4,1
2024-04-29,3,2
2024-04-29,3,2
2024-04-29,3,2
2024-04-29,5,3
2024-04-29,4,2
2024-04-29,4,2
2024-04-29,3,3
2024-04-29,1,5
2024-04-29,5,2
2024-04-29,3,5
2024-04-29,3,1
2024-04-29,3,1
2024-04-29,3,1
2024-04-29,4,2
2024-04-29,4,1
2024-04-29,5,1
2024-04-29,3,3
2024-04-29,8,1
2024-04-29,2,1
2024-04-29,3,1
2024-04-29,8,1
2024-04-29,1,1
2024-04-29,1,1
2024-04-29,1,3
2024-04-29,1,3
2024-04-29,5,3
2024-04-29,1,10
2024-04-29,1,5
2024-04-29,5,7
2024-04-29,3,5
2024-04-29,4,2
2024-04-29,4,1
2024-04-29,3,2
2024-04-29,4,1
2024-04-29,3,5
2024-04-29,3,1
2024-04-29,4,1
2024-04-29,5,2
2024-04-29,1,20
2024-04-29,1,3
2024-04-29,1,3
2024-04-29,1,5
2024-04-29,1,5
2024-04-29,4,1
2024-04-29,4,1
2024-04-29,5,2
2024-04-29,4,1
2024-04-29,3,2
2024-04-29,1,1
2024-04-29,1,1
2024-04-29,4,1
2024-04-29,5,1
2024-04-29,3,3
2024-04-29,5,1
2024-04-29,1,1
2024-04-29,1,1
2024-04-29,4,1
2024-04-29,4,1
2024-04-29,1,1
2024-04-29,1,1
2024-04-29,3,3
2024-04-29,4,7
2024-04-29,4,7
2024-04-29,4,7
2024-04-29,4,3
2024-04-29,3,10
2024-04-29,1,10
2024-04-29,1,15
2024-04-29,1,6
2024-04-29,3,1
2024-04-29,8,1
2024-04-30,1,3
2024-04-30,4,1
2024-04-30,2,1
2024-04-30,3,1
2024-04-30,1,1
2024-04-30,1,2
2024-04-30,1,4
2024-04-30,3,2
2024-04-30,3,1
2024-04-30,3,1
2024-04-30,4,1
2024-04-30,1,2
2024-04-30,1,4
2024-04-30,3,1
2024-04-30,3,1
2024-04-30,3,1
2024-04-30,5,1
2024-04-30,1,2
2024-04-30,3,2
2024-04-30,3,1
2024-04-30,7,1
2024-04-30,1,2
2024-04-30,1,4
2024-04-30,4,1
2024-04-30,3,2
2024-04-30,3,1
2024-04-30,3,1
2024-04-30,3,2
2024-04-30,3,2
2024-04-30,5,1
2024-04-30,4,1
2024-04-30,3,1
2024-04-30,3,1
2024-04-30,3,1
2024-04-30,1,1
2024-04-30,3,1
2024-04-30,1,2
2024-04-30,4,1
2024-04-30,8,1
2024-04-30,4,1
2024-04-30,4,1
2024-04-30,1,10
2024-04-30,1,10
2024-04-30,3,1
2024-04-30,4,1
2024-04-30,3,2
2024-04-30,3,1
2024-04-30,4,1
2024-04-30,3,1
2024-04-30,5,5
2024-04-30,1,2
2024-04-30,5,1
2024-04-30,3,2
2024-04-30,3,5
2024-04-30,3,5
2024-04-30,1,1
2024-04-30,3,4
2024-04-30,3,1
2024-04-30,3,1
2024-04-30,3,1
2024-04-30,3,2
2024-04-30,4,1
2024-04-30,1,4
2024-04-30,2,1
2024-04-30,8,1
2024-04-30,1,1
2024-04-30,1,1
2024-04-30,5,20
2024-04-30,5,10
2024-04-30,4,5
2024-04-30,5,6
2024-04-30,3,2
2024-04-30,3,2
2024-04-30,5,1
2024-04-30,3,1
2024-04-30,3,1
2024-04-30,7,1
2024-04-30,1,1
2024-04-30,1,2
2024-04-30,3,1
2024-04-30,5,1
2024-04-30,4,1
2024-04-30,1,1
2024-04-30,1,1
2024-04-30,3,1
2024-04-30,5,1
2024-04-30,3,2
2024-04-30,3,4
2024-04-30,3,8
2024-04-30,3,2
2024-04-30,1,6
2024-04-30,1,1
2024-04-30,5,1
2024-04-30,3,2
2024-04-30,3,2
2024-04-30,3,15
2024-04-30,3,10
2024-04-30,3,20
2024-04-30,1,1
2024-04-30,8,1
2024-04-30,1,15
2024-04-30,1,1
2024-04-30,1,10
2024-04-30,3,5
2024-04-30,3,2
2024-04-30,3,1
2024-04-30,3,1
2024-04-30,3,1
2024-04-30,3,1
2024-05-01,8,1
2024-05-01,1,10
2024-05-01,3,2
2024-05-01,5,1
2024-05-01,3,1
2024-05-01,1,2
2024-05-01,1,1
2024-05-01,3,1
2024-05-01,3,1
2024-05-01,1,10
2024-05-01,1,1
2024-05-01,4,1
2024-05-01,3,2
2024-05-01,5,1
2024-05-01,3,1
2024-05-01,4,1
2024-05-01,4,1
2024-05-01,3,1
2024-05-01,3,1
2024-05-01,3,3
2024-05-01,5,5
2024-05-01,3,1
2024-05-01,5,1
2024-05-01,3,3
2024-05-01,5,1
2024-05-01,5,1
2024-05-01,1,1
2024-05-01,1,3
2024-05-01,3,2
2024-05-01,5,1
2024-05-01,5,1
2024-05-01,3,2
2024-05-01,1,2
2024-05-01,1,1
2024-05-01,3,1
2024-05-01,3,1
2024-05-01,3,1
2024-05-01,3,1
2024-05-01,5,2
2024-05-01,3,1
2024-05-01,4,1
2024-05-01,5,1
2024-05-01,4,1
2024-05-01,5,4
2024-05-01,4,1
2024-05-01,7,1
2024-05-01,1,2
2024-05-01,1,2
2024-05-01,4,2
2024-05-01,3,1
2024-05-01,5,1
2024-05-01,5,1
2024-05-01,3,2
2024-05-01,1,2
2024-05-01,5,1
2024-05-01,4,1
2024-05-01,3,1
2024-05-01,3,1
2024-05-01,3,1
2024-05-01,3,1
2024-05-01,4,1
2024-05-01,5,1
2024-05-01,3,1
2024-05-01,4,1
2024-05-01,1,1
2024-05-01,1,1
2024-05-01,3,3
2024-05-01,3,1
2024-05-01,5,50
2024-05-01,3,10
2024-05-01,5,10
2024-05-01,5,1
2024-05-01,3,1
2024-05-01,5,1
2024-05-01,5,1
2024-05-01,4,1
2024-05-01,4,1
2024-05-01,4,2
2024-05-01,1,10
2024-05-01,3,5
2024-05-01,3,3
2024-05-01,3,2
2024-05-01,5,3
2024-05-01,7,1
2024-05-01,7,1
2024-05-01,1,1
2024-05-01,8,1
2024-05-01,1,3
2024-05-01,5,1
2024-05-01,3,10
2024-05-01,4,10
2024-05-01,3,8
2024-05-01,3,2
2024-05-01,5,20
2024-05-01,3,15
2024-05-02,5,1
2024-05-02,4,1
2024-05-02,5,1
2024-05-02,3,1
2024-05-02,3,1
2024-05-02,1,3
2024-05-02,2,1
2024-05-02,4,1
2024-05-02,4,1
2024-05-02,1,1
2024-05-02,3,1
2024-05-02,4,1
2024-05-02,4,1
2024-05-02,3,6
2024-05-02,3,2
2024-05-02,3,1
2024-05-02,3,1
2024-05-02,4,1
2024-05-02,3,2
2024-05-02,7,1
2024-05-02,3,3
2024-05-02,3,2
2024-05-02,4,2
2024-05-02,4,1
2024-05-02,4,1
2024-05-02,5,1
2024-05-02,5,1
2024-05-02,2,1
2024-05-02,9,2
2024-05-02,5,4
2024-05-02,4,4
2024-05-02,10,2
2024-05-02,10,2
2024-05-02,3,3
2024-05-02,1,1
2024-05-02,1,2
2024-05-02,8,1
2024-05-02,10,1
2024-05-02,10,1
2024-05-02,10,1
2024-05-02,3,1
2024-05-02,9,5
2024-05-02,3,2
2024-05-02,3,1
2024-05-02,3,1
2024-05-02,4,1
2024-05-02,2,1
2024-05-02,2,1
2024-05-02,4,1
2024-05-02,3,1
2024-05-02,3,1
2024-05-02,1,1
2024-05-02,1,1
2024-05-02,5,1
2024-05-02,5,1
2024-05-02,3,1
2024-05-02,8,1
2024-05-02,3,9
2024-05-02,3,4
2024-05-02,3,5
2024-05-02,3,1
2024-05-02,3,1
2024-05-02,5,1
2024-05-02,3,1
2024-05-02,10,1
2024-05-02,10,1
2024-05-02,10,1
2024-05-02,4,1
2024-05-03,5,4
2024-05-03,3,2
2024-05-03,5,1
2024-05-03,3,1
2024-05-03,4,1
2024-05-03,3,2
2024-05-03,4,1
2024-05-03,1,3
2024-05-03,1,2
2024-05-03,3,1
2024-05-03,5,1
2024-05-03,5,1
2024-05-03,3,1
2024-05-03,4,1
2024-05-03,1,2
2024-05-03,1,1
2024-05-03,1,3
2024-05-03,1,1
2024-05-03,1,2
2024-05-03,1,1
2024-05-03,1,1
2024-05-03,4,1
2024-05-03,4,1
2024-05-03,3,2
2024-05-03,3,1
2024-05-03,3,1
2024-05-03,5,1
2024-05-03,3,2
2024-05-03,4,1
2024-05-03,5,1
2024-05-03,5,1
2024-05-03,1,1
2024-05-03,3,1
2024-05-03,3,1
2024-05-03,3,1
2024-05-03,3,1
2024-05-03,3,1
2024-05-03,4,1
2024-05-03,4,1
2024-05-03,7,1
2024-05-03,9,4
2024-05-03,1,1
2024-05-03,1,1
2024-05-03,1,1
2024-05-03,1,1
2024-05-03,3,1
2024-05-03,1,1
2024-05-03,3,2
2024-05-03,3,2
2024-05-03,3,2
2024-05-03,5,1
2024-05-03,5,2
2024-05-03,5,1
2024-05-03,3,2
2024-05-03,4,1
2024-05-03,4,1
2024-05-03,4,1
2024-05-03,5,1
2024-05-03,3,1
2024-05-03,3,1
2024-05-03,3,1
2024-05-03,1,5
2024-05-03,1,2
2024-05-03,4,1
2024-05-03,5,1
2024-05-03,8,1
2024-05-03,3,2
2024-05-03,1,1
2024-05-03,2,1
2024-05-03,3,2
2024-05-03,3,1
2024-05-03,3,1
2024-05-03,5,1
2024-05-03,1,2
2024-05-03,3,2
2024-05-03,3,1
2024-05-03,3,1
2024-05-03,3,1
2024-05-03,3,1
2024-05-03,5,1
2024-05-03,3,20
2024-05-03,3,55
2024-05-03,10,2
2024-05-03,10,2
2024-05-03,4,1
2024-05-03,4,1
2024-05-03,4,1
2024-05-03,9,5
2024-05-03,6,1
2024-05-03,1,3
2024-05-03,1,1
2024-05-03,5,2
2024-05-03,3,2
2024-05-03,3,1
2024-05-03,3,1
2024-05-03,3,1
2024-05-03,1,1
2024-05-03,4,1
2024-05-03,5,3
2024-05-03,7,1
2024-05-03,3,1
2024-05-03,8,1
2024-05-03,10,1
2024-05-03,1,1
2024-05-03,1,1
2024-05-03,1,5
2024-05-03,1,5
2024-05-03,4,5
2024-05-03,5,1
2024-05-03,5,2
2024-05-03,3,1
2024-05-03,3,1
2024-05-03,3,1
2024-05-03,3,1
2024-05-03,3,1
2024-05-03,3,1
2024-05-03,1,1
2024-05-03,2,1
2024-05-03,10,1
2024-05-03,10,1
2024-05-03,10,1
2024-05-03,10,1
2024-05-03,10,1
2024-05-03,10,1
2024-05-03,10,1
2024-05-03,10,1
2024-05-03,9,1
2024-05-03,9,4
2024-05-03,9,1
2024-05-03,6,1
2024-05-03,10,1
2024-05-03,10,1
2024-05-03,10,1
2024-05-03,10,1
2024-05-03,10,1
2024-05-03,10,2
2024-05-03,3,2
2024-05-03,1,1
2024-05-03,3,1
2024-05-03,3,1
2024-05-03,5,25
2024-05-03,3,5
2024-05-03,1,7
2024-05-03,1,1
2024-05-03,4,1
2024-05-03,3,1
2024-05-03,3,1
2024-05-03,1,2
2024-05-03,9,1
2024-05-03,3,1
2024-05-03,3,1
2024-05-03,3,1
2024-05-03,3,1
2024-05-03,5,1
2024-05-03,1,2
2024-05-03,1,1
2024-05-03,4,1
2024-05-03,3,1
2024-05-03,4,1
2024-05-03,5,1
2024-05-03,3,1
2024-05-03,3,1
2024-05-03,3,1
2024-05-03,3,1
2024-05-03,4,1
2024-05-03,5,1
2024-05-03,4,1
2024-05-03,4,1
2024-05-03,1,2
2024-05-03,3,2
2024-05-03,3,1
2024-05-03,3,1
2024-05-03,1,1
2024-05-03,1,1
2024-05-03,2,1
2024-05-03,3,1
2024-05-03,3,2
2024-05-03,3,1
2024-05-03,3,1
2024-05-03,1,1
2024-05-03,1,1
2024-05-03,2,1
2024-05-03,3,1
2024-05-03,3,2
2024-05-03,3,1
2024-05-03,8,1
2024-05-03,5,1
2024-05-03,10,2
2024-05-03,6,2
2024-05-03,3,3
2024-05-03,5,1
2024-05-03,4,1
2024-05-03,4,1
2024-05-03,5,1
2024-05-03,5,2
2024-05-03,5,2
2024-05-03,3,3
2024-05-03,3,2
2024-05-03,3,2
2024-05-03,3,2
2024-05-03,1,3
2024-05-03,1,2
2024-05-03,3,1
2024-05-03,3,1
2024-05-03,1,2
2024-05-03,5,1
2024-05-03,5,2
2024-05-03,4,1
2024-05-03,4,1
2024-05-03,3,1
2024-05-03,9,5
2024-05-03,3,1
2024-05-03,9,5
2024-05-03,4,1
2024-05-03,1,1
2024-05-03,1,1
2024-05-03,1,2
2024-05-03,4,1
2024-05-03,9,6
2024-05-03,3,1
2024-05-03,4,2
2024-05-03,3,1
2024-05-03,4,1
2024-05-03,3,1
2024-05-03,3,1
2024-05-03,3,1
2024-05-03,3,2
2024-05-03,9,3
2024-05-03,5,1
2024-05-03,3,2
2024-05-03,3,1
2024-05-03,3,1
2024-05-03,3,1
2024-05-03,3,1
2024-05-03,3,1
2024-05-03,1,4
2024-05-03,9,4
2024-05-03,4,1
2024-05-03,5,10
2024-05-03,5,1
2024-05-03,3,5
2024-05-03,10,3
2024-05-03,10,2
2024-05-03,10,2
2024-05-03,5,1
2024-05-03,1,2
2024-05-03,1,1
2024-05-03,3,2
2024-05-03,1,3
2024-05-03,5,5
2024-05-03,10,1
2024-05-03,10,1
2024-05-03,10,1
2024-05-03,10,1
2024-05-03,4,1
2024-05-03,4,1
2024-05-03,4,1
2024-05-03,1,1
2024-05-03,1,1
2024-05-03,1,1
2024-05-03,1,1
2024-05-03,4,2
2024-05-03,3,1
2024-05-03,6,1
2024-05-03,3,1
2024-05-03,3,1
2024-05-03,9,3
2024-05-03,10,2
2024-05-03,7,1
2024-05-03,10,1
2024-05-03,3,1
2024-05-03,5,2
2024-05-03,5,4
2024-05-03,3,1
2024-05-03,3,2
2024-05-03,3,1
2024-05-03,3,1
2024-05-03,1,1
2024-05-03,5,1
2024-05-03,10,1
2024-05-03,10,1
2024-05-03,10,1
2024-05-03,3,1
2024-05-03,5,3
2024-05-03,1,2
2024-05-03,5,1
2024-05-03,4,1
2024-05-03,10,1
2024-05-04,3,3
2024-05-04,5,2
2024-05-04,4,2
2024-05-04,4,2
2024-05-04,4,1
2024-05-04,1,2
2024-05-04,1,1
2024-05-04,4,2
2024-05-04,4,1
2024-05-04,3,1
2024-05-04,9,4
2024-05-04,9,2
2024-05-04,1,1
2024-05-04,10,1
2024-05-04,10,1
2024-05-04,10,1
2024-05-04,10,1
2024-05-04,10,1
2024-05-04,10,1
2024-05-04,9,2
2024-05-04,3,5
2024-05-04,3,3
2024-05-04,3,2
2024-05-04,5,3
2024-05-04,5,1
2024-05-04,5,1
2024-05-04,3,1
2024-05-04,3,3
2024-05-04,9,2
2024-05-04,9,1
2024-05-04,9,2
2024-05-04,3,10
2024-05-04,3,2
2024-05-04,3,2
2024-05-04,3,4
2024-05-04,3,2
2024-05-04,4,1
2024-05-04,4,1
2024-05-04,4,1
2024-05-04,4,3
2024-05-04,1,1
2024-05-04,1,3
2024-05-04,1,1
2024-05-04,3,2
2024-05-04,5,2
2024-05-04,5,2
2024-05-04,5,2
2024-05-04,10,1
2024-05-04,10,1
2024-05-04,10,1
2024-05-04,10,1
2024-05-04,10,1
2024-05-04,3,2
2024-05-04,3,2
2024-05-04,3,1
2024-05-04,3,1
2024-05-04,5,3
2024-05-04,3,2
2024-05-04,5,1
2024-05-04,4,1
2024-05-04,3,2
2024-05-04,3,2
2024-05-04,3,1
2024-05-04,3,1
2024-05-04,5,1
2024-05-04,5,1
2024-05-04,6,1
2024-05-04,3,1
2024-05-04,5,1
2024-05-04,5,1
2024-05-04,5,2
2024-05-04,4,1
2024-05-04,4,1
2024-05-04,9,12
2024-05-04,10,2
2024-05-04,10,1
2024-05-04,3,2
2024-05-04,4,1
2024-05-04,1,1
2024-05-04,10,3
2024-05-04,1,1
2024-05-04,1,1
2024-05-04,1,1
2024-05-04,2,1
2024-05-04,3,2
2024-05-04,3,1
2024-05-04,4,1
2024-05-04,5,1
2024-05-04,5,1
2024-05-04,4,1
2024-05-04,4,1
2024-05-04,9,2
2024-05-04,4,1
2024-05-04,9,2
2024-05-04,1,1
2024-05-04,3,2
2024-05-04,10,2
2024-05-04,5,1
2024-05-04,3,3
2024-05-04,3,1
2024-05-04,9,3
2024-05-04,3,1
2024-05-04,1,1
2024-05-04,8,1
2024-05-04,1,2
2024-05-04,3,1
2024-05-04,3,1
2024-05-04,4,1
2024-05-04,6,1
2024-05-04,3,3
2024-05-04,4,1
2024-05-04,4,1
2024-05-04,1,1
2024-05-04,1,1
2024-05-04,1,1
2024-05-04,1,2
2024-05-04,1,3
2024-05-04,3,1
2024-05-04,5,2
2024-05-04,1,4
2024-05-04,3,1
2024-05-04,5,1
2024-05-04,4,1
2024-05-04,3,2
2024-05-04,3,1
2024-05-04,3,1
2024-05-04,3,2
2024-05-04,7,1
2024-05-04,3,1
2024-05-04,5,3
2024-05-04,1,3
2024-05-04,6,2
2024-05-04,9,1
2024-05-04,3,1
2024-05-04,3,1
2024-05-04,5,1
2024-05-04,3,5
2024-05-04,3,3
2024-05-04,3,1
2024-05-04,5,1
2024-05-04,4,2
2024-05-04,3,1
2024-05-04,3,1
2024-05-04,3,1
2024-05-04,5,3
2024-05-04,4,1
2024-05-04,4,1
2024-05-04,4,1
2024-05-04,1,2
2024-05-04,9,2
2024-05-04,1,1
2024-05-04,5,2
2024-05-04,3,1
2024-05-04,3,1
2024-05-04,5,1
2024-05-04,5,2
2024-05-04,4,1
2024-05-04,4,1
2024-05-04,3,1
2024-05-04,5,1
2024-05-04,6,1
2024-05-04,10,2
2024-05-04,10,1
2024-05-04,10,1
2024-05-04,10,1
2024-05-04,10,1
2024-05-04,10,1
2024-05-04,10,1
2024-05-04,10,1
2024-05-04,10,1
2024-05-04,10,2
2024-05-04,10,1
2024-05-04,2,1
2024-05-04,2,2
2024-05-04,2,1
2024-05-04,2,1
2024-05-04,3,1
2024-05-04,3,2
2024-05-04,3,1
2024-05-04,5,1
2024-05-04,3,1
2024-05-04,4,1
2024-05-04,9,1
2024-05-04,9,1
2024-05-04,10,1
2024-05-04,10,1
2024-05-04,10,1
2024-05-04,2,1
2024-05-04,2,1
2024-05-04,3,1
2024-05-04,10,1
2024-05-04,10,1
2024-05-04,3,1
2024-05-04,1,3
2024-05-04,10,1
2024-05-04,10,1
2024-05-05,4,4
2024-05-05,1,4
2024-05-05,5,3
2024-05-05,1,5
2024-05-05,3,2
2024-05-05,1,1
2024-05-05,9,2
2024-05-05,2,1
2024-05-05,9,4
2024-05-05,10,1
2024-05-05,10,1
2024-05-05,10,1
2024-05-05,10,1
2024-05-05,1,1
2024-05-05,3,1
2024-05-05,3,1
2024-05-05,3,1
2024-05-05,3,1
2024-05-05,9,1
2024-05-05,8,1
2024-05-05,1,1
2024-05-05,1,1
2024-05-05,5,1
2024-05-05,10,2
2024-05-05,3,4
2024-05-05,4,1
2024-05-05,6,1
2024-05-05,1,2
2024-05-05,1,2
2024-05-05,10,1
2024-05-05,9,3
2024-05-05,3,1
2024-05-05,7,3
2024-05-05,10,2
2024-05-05,6,2
2024-05-05,4,2
2024-05-05,3,1
2024-05-05,3,2
2024-05-05,3,2
2024-05-05,3,1
2024-05-05,3,1
2024-05-05,4,1
2024-05-05,4,2
2024-05-05,4,2
2024-05-05,10,1
2024-05-05,10,1
2024-05-05,1,2
2024-05-05,1,1
2024-05-05,4,1
2024-05-05,4,1
2024-05-05,1,1
2024-05-05,1,1
2024-05-05,5,1
2024-05-05,1,1
2024-05-05,3,1
2024-05-05,4,1
2024-05-05,1,1
2024-05-05,1,1
2024-05-05,1,1
2024-05-05,1,20
2024-05-05,1,6
2024-05-05,3,1
2024-05-05,3,2
2024-05-05,3,2
2024-05-05,5,2
2024-05-05,10,1
2024-05-05,10,1
2024-05-05,10,1
2024-05-05,1,1
2024-05-05,1,3
2024-05-05,5,1
2024-05-05,5,1
2024-05-05,1,1
2024-05-05,1,1
2024-05-05,1,1
2024-05-05,3,1
2024-05-05,3,1
2024-05-05,5,1
2024-05-05,1,1
2024-05-05,1,1
2024-05-05,3,1
2024-05-05,6,1
2024-05-05,5,1
2024-05-05,6,2
2024-05-05,1,2
2024-05-05,5,1
2024-05-05,3,1
2024-05-05,3,1
2024-05-05,3,1
2024-05-05,1,1
2024-05-05,4,1
2024-05-05,9,10
2024-05-05,5,1
2024-05-05,3,1
2024-05-05,4,1
2024-05-05,4,1
2024-05-05,4,1
2024-05-05,2,3
2024-05-05,3,1
2024-05-05,1,2
2024-05-05,1,4
2024-05-05,3,2
2024-05-05,3,1
2024-05-05,3,1
2024-05-05,3,1
2024-05-05,3,1
2024-05-05,4,1
2024-05-05,4,1
2024-05-05,1,1
2024-05-05,1,1
2024-05-05,1,1
2024-05-05,3,1
2024-05-05,3,1
2024-05-05,1,1
2024-05-05,4,1
2024-05-05,5,1
2024-05-05,5,2
2024-05-05,7,1
2024-05-05,10,1
2024-05-05,10,1
2024-05-05,10,1
2024-05-05,4,1
2024-05-05,3,1
2024-05-05,9,4
2024-05-05,9,1
2024-05-05,10,1
2024-05-05,3,1
2024-05-05,5,1
2024-05-05,1,3
2024-05-05,3,1
2024-05-05,9,1
2024-05-05,3,100
2024-05-05,3,30
2024-05-05,3,20
2024-05-05,3,2
2024-05-05,3,4
2024-05-05,3,2
